Price,Close,High,Low,Open,Volume
Ticker,GS,GS,GS,GS,GS
Date,,,,,
2009-04-06,88.79019927978516,89.77971364844838,86.81116473521094,88.29543919182966,21098100
2009-04-07,88.35633087158203,91.15742769655337,86.44579868913141,86.77310096893572,22183000
2009-04-08,87.34396362304688,89.47523477509179,85.63133688534008,89.33822440378538,20406200
2009-04-09,94.63597106933594,95.13073118107218,89.39913415581708,91.18026939661796,25610700
2009-04-13,99.0659408569336,99.91845631501263,93.24301439942037,93.47897445509173,36460800
2009-04-14,87.61801147460938,94.56747025205283,87.61039817183494,94.20211302035892,79935800
2009-04-15,92.24592590332031,92.93858556925863,86.4458252796393,88.84350496853988,41345800
2009-04-16,92.24592590332031,94.13361876176155,91.02044530248777,93.69214005185619,23574500
2009-04-17,91.79682159423828,93.59317779433577,90.54850705617034,91.9795002124986,21841200
2009-04-20,87.5418701171875,90.50281103536236,87.53425681665261,89.03375762345388,21609500
2009-04-21,91.61412811279297,92.12410898495835,86.30117598146138,86.59042337129961,24772300
2009-04-22,91.71308135986328,94.99371762408104,89.69598608344471,90.28208838023035,28219000
2009-04-23,93.4789810180664,93.60077060841314,89.97761159706026,92.58841641583336,20133300
2009-04-24,92.3296127319336,94.15640994089043,91.53038459757995,93.8138869160227,22407200
2009-04-27,92.02517700195312,94.66642987624566,90.83775142927556,90.83775142927556,19129700
2009-04-28,91.85009765625,93.0527439202886,91.18788552658498,91.46951383653511,14907300
2009-04-29,96.80529022216797,97.38377919205881,92.55797385639269,92.87766283689253,22999800
2009-04-30,97.81002807617188,98.68536609409065,95.2829520966883,97.82525467890376,24834600
2009-05-01,96.72917175292969,99.15729804818478,96.02889901438661,97.35332889941328,17536300
2009-05-04,102.11822509765625,102.32373194112263,96.02888566353711,97.05646053159539,23434000
2009-05-05,102.90983581542969,103.67100325728124,100.89274674032049,101.15914837627246,16811000
2009-05-06,105.96973419189453,106.83746462746934,103.55683474923906,104.127710341446,20439300
2009-05-07,101.79092407226562,107.75086684751584,100.32948390118996,107.30938831440537,23188600
2009-05-08,106.25137329101562,106.25137329101562,101.34945251339347,102.67388820386428,19152000
2009-05-11,103.3513412475586,105.77186038270703,102.62823431233532,104.16579619745495,18391800
2009-05-12,103.06974029541016,105.34562471021191,100.63400552337338,104.302828483082,21101400
2009-05-13,98.38851928710938,101.53214517552733,97.47512049472157,101.38752147395424,18621300
2009-05-14,101.69200134277344,102.33137937285011,98.14495735313932,98.28196195337156,17411400
2009-05-15,102.3009262084961,103.59492048857766,100.62635972276854,102.01169040304542,14754700
2009-05-18,108.96114349365234,108.96114349365234,104.11250932242324,104.43219833887275,18622700
2009-05-19,107.43877410888672,110.26271027969486,107.43877410888672,108.53485702570181,15324300
2009-05-20,103.85371398925781,108.56534350875071,103.53402497626186,108.32176429056538,21426800
2009-05-21,104.67024230957031,106.41779367838839,102.19771277472672,102.29692276468074,16135500
2009-05-22,104.0521011352539,106.0667507222892,103.82316130038005,105.14336432456466,9058400
2009-05-26,108.40192413330078,108.417189895913,102.72427145552484,102.72427145552484,13768700
