Price,Close,High,Low,Open,Volume
Ticker,NKE,NKE,NKE,NKE,NKE
Date,,,,,
2009-04-06,10.460467338562012,10.50739346842287,10.29520514168567,10.462507266685764,11080000
2009-04-07,10.17279052734375,10.278884704363364,10.101380581000893,10.276843997675579,11580000
2009-04-08,10.250323295593262,10.327853044176871,10.089141677013805,10.193195170271665,13103200
2009-04-09,10.868526458740234,10.915452610210341,10.31969370114448,10.456391519126727,18044400
2009-04-13,10.837921142578125,10.909331106475138,10.525759876544907,10.758350684828619,13202000
2009-04-14,10.486995697021484,10.731827651478115,10.238082327915201,10.731827651478115,16975600
2009-04-15,10.631854057312012,10.650216530469615,10.415585015489324,10.486994979236336,11099600
2009-04-16,10.970538139343262,11.035826754309982,10.59512821413378,10.650215628943515,11566000
2009-04-17,11.141923904418945,11.221494376377684,10.858326261980611,11.023587771955873,13864000
2009-04-20,10.682859420776367,10.992980716049898,10.613490173434899,10.992980716049898,9961200
2009-04-21,10.868526458740234,10.946056994269975,10.615532448312466,10.672660580003662,10292400
2009-04-22,11.221492767333984,11.423479979598778,10.660418128967285,10.795076011043221,14134400
2009-04-23,11.097037315368652,11.309225752528683,10.866486402333198,11.22149400982409,12211600
2009-04-24,11.16640567779541,11.27045995876241,11.023586519031923,11.16640567779541,8396000
2009-04-27,11.043987274169922,11.278617975019765,10.92973181660285,11.019503461497358,9206400
2009-04-28,11.341865539550781,11.486724581234345,10.895046509369903,10.899126366111746,9880400
2009-04-29,10.805270195007324,11.37450573612782,10.71141795778853,11.343901373499344,21858000
2009-04-30,10.705303192138672,11.22557219037312,10.646135140785681,10.923612147391172,19326400
2009-05-01,10.797117233276367,10.88892961348488,10.711426197283,10.786916030653614,13902000
2009-05-04,11.27657699584961,11.27657699584961,10.786911684241522,10.795072954372019,14549600
2009-05-05,11.221492767333984,11.258217715018493,11.088874814217508,11.103156651839063,13247600
2009-05-06,11.141923904418945,11.380635320295163,11.066434069266023,11.31330675875388,14808400
2009-05-07,10.829764366149902,11.358194077547093,10.697146372177114,11.286784867439911,18546400
2009-05-08,11.103153228759766,11.192925641334925,10.60940807280254,10.968495388198564,11371600
2009-05-11,10.842002868652344,10.978701466922757,10.770593675877983,10.935855172956312,15055600
2009-05-12,10.401305198669434,10.782835794714355,10.250325526316681,10.711426595399121,24275200
2009-05-13,10.103422164916992,10.28296623225458,9.94836113184765,10.28296623225458,18298800
2009-05-14,10.395183563232422,10.48087459359613,10.078941632892066,10.078941632892066,16698000
2009-05-15,10.150351524353027,10.527801470721787,10.127908411529676,10.219720792033444,14714800
2009-05-18,10.446187973022461,10.462509736770235,10.201355290392708,10.22583832516519,10860000
2009-05-19,10.617570877075195,10.73182555933413,10.309489508437512,10.507396052066952,14625600
2009-05-20,10.342133522033691,10.719584127781905,10.311529923709216,10.676738623146663,14862800
2009-05-21,10.47679328918457,10.493115833909448,10.215638800000693,10.274806857175719,15340800
2009-05-22,10.693059921264648,10.790992832584168,10.444146618555704,10.476790922328878,14839200
2009-05-26,11.052149772644043,11.133760939761162,10.603290688405203,10.603290688405203,16771200
2009-05-27,11.101117134094238,11.280661242946866,10.984821721552667,11.052150275933773,15127200
2009-05-28,11.243935585021973,11.294942369001712,10.937894881143537,11.10927770644753,15040400
2009-05-29,11.63974666595459,11.65810913729604,11.160283260696906,11.27453794610889,16568800
2009-06-01,12.090645790100098,12.23142498938529,11.743800337389738,11.805008312673822,17614400
2009-06-02,11.7988862991333,12.102886209628334,11.782563759301912,12.035557678577694,18942400
2009-06-03,11.868257522583008,11.878459501504395,11.588740578435116,11.709116613671345,14018400
2009-06-04,11.79039192199707,11.913336257240884,11.603925903936043,11.913336257240884,13098000
2009-06-05,11.944073677062988,12.114146713664166,11.874405006468738,12.007594583245837,16451200
2009-06-08,11.884647369384766,12.011689932744174,11.735064832500438,11.909236076111547,10683200
2009-06-09,12.019887924194336,12.079311356032381,11.810881936863309,11.882600114424706,9716400
