Price,Close,High,Low,Open,Volume
Ticker,PFE,PFE,PFE,PFE,PFE
Date,,,,,
2009-04-06,6.930638790130615,7.173287039832459,6.844700974222035,6.854811275615282,62792893
2009-04-07,6.829535007476807,6.930638525683503,6.8042590008921495,6.885141917083892,52777680
2009-04-08,6.814370155334473,6.930638876878076,6.7537078380837565,6.844701059893853,44234799
2009-04-09,6.849754810333252,6.935693121068305,6.748651303922267,6.885141113796878,57995612
2009-04-13,6.814370155334473,6.935694281703951,6.784038742643137,6.839645655067979,44054249
2009-04-14,6.743597984313965,6.844702030106964,6.677881269186165,6.834591219022042,61154450
2009-04-15,7.0064697265625,7.046910951886736,6.733490439359514,6.7436002375583755,62144894
2009-04-16,7.026688575744629,7.072185196882258,6.854812903119871,7.041854285501196,54979064
2009-04-17,7.158121585845947,7.213728499533728,7.026687154971549,7.082294068659331,76662058
2009-04-20,6.869978427886963,7.087351240005966,6.854813225549141,7.0620747171347125,55148442
2009-04-21,6.834592819213867,6.8952551592662115,6.622275899361029,6.869979141900056,69867974
2009-04-22,6.591943740844727,6.794150317262364,6.591943740844727,6.789094911489199,76129366
2009-04-23,6.7132649421691895,6.728430645845313,6.445341236858038,6.627327140312182,90772272
2009-04-24,6.657663345336914,6.763821823174531,6.5666700739719674,6.728435494517915,69161477
2009-04-27,6.819427967071533,6.854814802352013,6.677883674742879,6.753711228270763,59992204
2009-04-28,6.7688751220703125,6.900309072461312,6.642495561419318,6.895254174589233,71527497
2009-04-29,6.789095878601074,6.875034232062509,6.647551610638075,6.7486546591830745,82400455
2009-04-30,6.753711223602295,6.935697758449189,6.7132694891184235,6.864924596069362,68159545
2009-05-01,6.8649210929870605,6.8649210929870605,6.698100865346604,6.76887348347985,59425258
2009-05-04,7.067131996154785,7.0721874036951595,6.885145962949224,6.925587190743298,65592106
2009-05-05,7.218784809112549,7.259226024024867,7.041854239805121,7.072185150989361,67748696
2009-05-06,7.111421585083008,7.28524532970466,7.034734835413681,7.2443458669183025,63925838
2009-05-07,7.2392354011535645,7.377271901299638,7.08074916333177,7.167661319288544,78979698
2009-05-08,7.361934661865234,7.41817169986876,7.285247885294972,7.326147362428445,59609602
2009-05-11,7.234121799468994,7.372158282244961,7.2085598875359675,7.2085598875359675,55851038
2009-05-12,7.6328935623168945,7.776042743065338,7.259684593066852,7.280134329205219,122986833
2009-05-13,7.806717872619629,7.97542897794934,7.658457018694405,7.714693539914338,103565091
2009-05-14,7.842502593994141,7.924301517181686,7.765815846560914,7.8016026185105645,51456385
2009-05-15,7.673793792724609,7.816942464139243,7.612444582356888,7.7607054310238555,53507469
2009-05-18,7.765817165374756,7.786266385754587,7.658455803513779,7.67890502389361,42393988
2009-05-19,7.7198052406311035,7.816941738305466,7.6789052569603955,7.765817401079461,35973020
2009-05-20,7.724920749664307,7.837394853968743,7.678908569367934,7.745370493375998,37962867
2009-05-21,7.581770896911621,7.765819590596249,7.505084112506376,7.684020114081964,51984123
2009-05-22,7.648232936859131,7.7146948520301395,7.499971543827629,7.586883199991246,35592104
2009-05-26,7.6789045333862305,7.760703979129877,7.530643712456308,7.617555334495888,52485195
2009-05-27,7.494854927062988,7.69424055449962,7.459068158463917,7.6686781364519225,37303168
2009-05-28,7.510194778442383,7.5971069295647276,7.44884556882773,7.5459820743292365,44928858
2009-05-29,7.765817165374756,7.770929341997241,7.489744724953751,7.566431485410147,72711455
2009-06-01,7.545980453491211,7.8987401316193,7.515305855272631,7.852727977346514,74311638
2009-06-02,7.658459663391113,7.719808897120397,7.576660171195251,7.658459663391112,52854200
2009-06-03,7.612444877624512,7.62778192386635,7.489745938239934,7.591994626152104,54830766
2009-06-04,7.484633445739746,7.638006995572571,7.464183193724048,7.638006995572571,42659596
2009-06-05,7.418171405792236,7.581769821730644,7.331259763384018,7.56132008397459,51824969
2009-06-08,7.315919876098633,7.407944180620068,7.218782881819421,7.36193202835935,50531922
2009-06-09,7.223898887634277,7.37727297020475,7.208561839100264,7.346597845356626,44863088
2009-06-10,7.182998180389404,7.321034676976259,7.126761146286238,7.223897654686267,49787798
2009-06-11,7.47952127456665,7.576658308255975,7.182999023336666,7.203448762884937,74240598
2009-06-12,7.545980453491211,7.704466648455292,7.418169370635544,7.448843968854124,78240001
2009-06-15,7.223898887634277,7.51530897646111,7.167662357822832,7.51530897646111,62158807
2009-06-16,7.2392354011535645,7.39260894761144,7.213673486003901,7.264797316303227,48148406
2009-06-17,7.453958988189697,7.515308203798421,7.264797622004475,7.275023005162593,57971476
2009-06-18,7.627781867980957,7.760705675182877,7.453958585913821,7.4846331920627325,70514076
2009-06-19,7.668680191040039,7.832278579819026,7.653343147214133,7.745366951839249,89162498
2009-06-22,7.561319828033447,7.694243632838471,7.505082794162862,7.612444684583046,61628434
2009-06-23,7.530643939971924,7.571543407134473,7.464181534997974,7.49996882571014,50938028
2009-06-24,7.525532245635986,7.64823117725271,7.474407904916493,7.5715444092285,40295474
2009-06-25,7.837392807006836,7.85273036772982,7.464183283127467,7.484633535388111,54258550
2009-06-26,7.765817165374756,7.857841483478388,7.658455803513779,7.786266385754587,45655064
2009-06-29,7.801601886749268,7.857839412000538,7.653341095433251,7.79648971147445,33731584
2009-06-30,7.668680191040039,7.811829359347781,7.551093961518557,7.806716668812551,54978959
2009-07-01,7.617554664611816,7.689129237579507,7.530643050215202,7.653341951095662,49338689
2009-07-02,7.402830123901367,7.566428971483614,7.382380396426015,7.5510914189322405,43525562
2009-07-06,7.448846340179443,7.469296078835296,7.295472786370546,7.361934693947068,57897906
2009-07-07,7.459072589874268,7.586883214375362,7.387497468484318,7.438622334952828,64206834
2009-07-08,7.469294548034668,7.566431557577146,7.41305803520151,7.5357569558799975,53358855
2009-07-09,7.305697917938232,7.505083647824797,7.269910617060897,7.474409038739946,64678499
2009-07-10,7.259682655334473,7.305694806309344,7.213671018249401,7.275020210289362,41038966
2009-07-13,7.545980453491211,7.551093143472558,7.259683175671463,7.264795351762975,55898468
2009-07-14,7.617554664611816,7.6380043957769255,7.474406032566249,7.4948557637313575,39340972
2009-07-15,7.6789045333862305,7.694242090053744,7.510193465603003,7.653342624126849,45903703
2009-07-16,7.704468250274658,7.7198058095176645,7.6073317454421305,7.653343909281207,39159578
2009-07-17,7.648232936859131,7.730032414719625,7.597108584377609,7.709582159836958,56106317
2009-07-20,7.801601886749268,7.816939440353228,7.540866558820464,7.684015688751418,58193343
2009-07-21,8.026554107666016,8.067453586699772,7.85273080788253,7.883405417157848,58406988
2009-07-22,8.11346435546875,8.420211936882891,7.975428380638829,8.011215675553968,88129683
2009-07-23,8.25661563873291,8.38442626424475,8.133916677684251,8.205490771860099,61858206
2009-07-24,8.425322532653809,8.43554688421281,8.19526177533115,8.205486640779958,53749468
2009-07-27,8.49689769744873,8.512234740674566,8.29239933405871,8.399760692199042,50004184
2009-07-28,8.19526481628418,8.51734948215954,8.15947751698914,8.430437322760161,79445882
2009-07-29,8.05211353302002,8.22082459188667,7.995876513397803,8.17992512812136,64191867
2009-07-30,8.149250030517578,8.312848399751912,8.123687608675084,8.15947489647661,51094020
2009-07-31,8.144140243530273,8.271951884410718,8.128803196069828,8.236164583852993,45270143
2009-08-03,8.200374603271484,8.256612138547096,8.077675694237984,8.241274582209217,53243653
2009-08-04,8.215714454650879,8.271951491746336,8.133915501704752,8.154364726051295,51641152
2009-08-05,8.195058822631836,8.262189626239172,8.081453645847045,8.251861411024231,61881605
2009-08-06,8.153743743896484,8.215710407262076,8.107268876136711,8.200218611656258,40157716
2009-08-07,8.241532325744629,8.349973376644048,8.200221548079684,8.215713349232972,41950359
2009-08-10,8.215713500976562,8.251860172572082,8.164074508883743,8.184730417155597,29649547
2009-08-11,8.174403190612793,8.236369365737616,8.133092407196246,8.158911387302616,29492923
2009-08-12,8.18989372253418,8.262188624987948,8.133091660083284,8.184730653668307,37351652
2009-08-13,8.158912658691406,8.210551665066847,8.076291078983537,8.200223967603362,39462392
2009-08-14,8.14341926574707,8.19505826205764,8.024650508537015,8.19505826205764,35591367
2009-08-17,8.200223922729492,8.25186240976433,8.029816136927497,8.040143834334465,47486284
2009-08-18,8.251862525939941,8.282845618597046,8.1589127289106,8.2002240381781,38688862
2009-08-19,8.453250885009766,8.494562181953208,8.21054928634523,8.236368262994775,48926785
2009-08-20,8.38095760345459,8.494562769556307,8.365465801146934,8.494562769556307,45451853
2009-08-21,8.592676162719727,8.633987465157531,8.40161353005889,8.515218184353513,68303627
2009-08-24,8.639151573181152,8.670135181637601,8.5771853943842,8.639151573181152,32854761
2009-08-25,8.675298690795898,8.768248996254991,8.613332512567128,8.670135102139152,42875877
2009-08-26,8.659805297851562,8.716607873597056,8.592674509190669,8.67013299170912,38499985
2009-08-27,8.706282615661621,8.7424292947476,8.572022038890884,8.603005129132288,31815517
2009-08-28,8.680464744567871,8.721775539315109,8.592678527142866,8.711448359686383,35322597
2009-08-31,8.62366008758545,8.690790372584269,8.52554671390824,8.587513410322975,37466011
2009-09-01,8.458417892456055,8.633989277737053,8.391287076783735,8.541039995619021,41586308
2009-09-02,8.406776428222656,8.520381592247785,8.32931845621605,8.442923620241178,42116048
2009-09-03,8.303499221801758,8.375793084548134,8.236368427807585,8.288007420255736,37421005
2009-09-04,8.463582038879395,8.473909217880689,8.257027039576345,8.262191148135045,31168783
2009-09-08,8.370630264282227,8.468743113191245,8.318991267099044,8.463580043965614,39869131
2009-09-09,8.349973678588867,8.411940366384943,8.308662899430075,8.396448564671452,42398731
2009-09-10,8.437761306762695,8.468744398339593,8.375795123608903,8.375795123608903,48477781
2009-09-11,8.39128303527832,8.504888696822626,8.386119967345532,8.46874099259952,32681378
2009-09-14,8.448088645935059,8.489399430415382,8.313827558258103,8.370630665505477,36130488
2009-09-15,8.370630264282227,8.463580043965614,8.318991267099044,8.463580043965614,42341077
2009-09-16,8.479069709777832,8.489397403432005,8.344809173215742,8.44808662881531,48299972
2009-09-17,8.427435874938965,8.577187774787488,8.39645225788372,8.448091273603719,44483121
2009-09-18,8.525544166564941,8.675295976628526,8.453249795524876,8.504888780284295,70699369
2009-09-21,8.592676162719727,8.628823876764018,8.504891007566489,8.541038202552839,37984579
2009-09-22,8.675298690795898,8.742428976739385,8.57202172708128,8.701118191253537,63192570
2009-09-23,8.484234809875488,8.716609256172992,8.473907114379813,8.706281560677317,50733447
2009-09-24,8.489398956298828,8.525546150229337,8.411940980195125,8.489398956298828,54566002
2009-09-25,8.468742370605469,8.587512157523992,8.45841519494389,8.484234172213604,38296141
2009-09-28,8.556527137756348,8.644312787867614,8.473905074621028,8.489396873664461,30980117
2009-09-29,8.659805297851562,8.74759043611189,8.494561677072781,8.556527840218134,69777435
2009-09-30,8.546199798583984,8.721771106075677,8.489397225149999,8.716607518885942,65651868
2009-10-01,8.42226791381836,8.535873073575287,8.406776112375914,8.520381272132841,57623129
2009-10-02,8.339646339416504,8.530708948810414,8.30349914883203,8.448087392112047,53113379
