Price,Close,High,Low,Open,Volume
Ticker,JNJ,JNJ,JNJ,JNJ,JNJ
Date,,,,,
2009-04-06,32.53559494018555,32.74751270038709,32.20525108073328,32.42963487125869,12768700
2009-04-07,32.01203155517578,32.41093499001315,31.962167436995095,32.34237301634073,13130100
2009-04-08,32.06814193725586,32.3299215426087,31.912320064263998,32.12423790663905,10935000
2009-04-09,32.0432014465332,32.448339160909995,31.849981518843087,32.40470923814972,15056300
2009-04-13,31.881155014038086,32.13670278141135,31.7876609425576,31.955948844630676,12067200
2009-04-14,32.018253326416016,32.69763626854275,31.918527499023615,32.404692988006424,20768400
2009-04-15,32.26758575439453,32.460805685014556,32.00580383621086,32.28005178646542,11502500
2009-04-16,32.53559494018555,32.61038874447663,32.13045727644219,32.35484106696761,12216300
2009-04-17,33.065391540527344,33.26484329084557,32.56676216473179,32.72258399327118,17691800
2009-04-20,32.70389175415039,33.339645209149836,32.62286372364432,33.14019104690732,15308900
2009-04-21,32.697662353515625,32.9594443452926,32.41095066824102,32.75375832477832,12236500
2009-04-22,31.899843215942383,32.50443263906072,31.85621329650624,32.47326637290437,13348300
2009-04-23,32.03697204589844,32.10553165996267,31.357588711621656,32.024506013072404,14595000
2009-04-24,31.737789154052734,32.311214724126025,31.563269465516374,32.26135059731425,14767300
2009-04-27,31.70038414001465,32.230177254932165,31.55702838395052,31.987095652142912,13055900
2009-04-28,31.569499969482422,31.962169222658865,31.419909984235098,31.650525599574742,12084100
2009-04-29,31.80635643005371,31.843754531383098,31.239164970315194,31.818822463830173,18496500
2009-04-30,32.63532257080078,32.79114439180143,32.00580108247286,32.080597268462824,20004600
2009-05-01,32.778690338134766,32.778690338134766,32.205264590943436,32.74129223147452,12504500
2009-05-04,33.5079231262207,33.59518534264755,32.784909976535694,32.79114418082089,15114500
2009-05-05,33.88190460205078,33.90683666953928,33.31471314377794,33.50169889463604,13320600
2009-05-06,33.788394927978516,34.12497055062105,33.39572574588061,34.12497055062105,16616500
2009-05-07,34.21223831176758,34.2808002927775,33.370801437460315,33.58271920710358,15243000
2009-05-08,34.26833724975586,34.592446947919534,34.09381755753407,34.324433204777506,13030600
2009-05-11,33.72607421875,34.19977149298826,33.65751223931962,34.00655396294144,13073000
2009-05-12,34.28080749511719,34.38676521337422,33.595192296275954,33.956697757117745,11826000
2009-05-13,34.37429428100586,34.555045784337985,33.97538842645856,34.09381453079771,10972400
2009-05-14,34.293270111083984,34.53011996864405,34.13121406940774,34.48025583961981,11986300
2009-05-15,34.5363655090332,34.55506337601524,34.100063717442275,34.280817690446916,16430700
2009-05-18,34.935264587402344,34.97889452304924,34.41793718859494,34.779442709333956,12879100
2009-05-19,34.83552551269531,35.03497725101772,34.717101786082715,35.03497725101772,13350400
2009-05-20,34.82306671142578,35.203272409553335,34.77943678321306,35.04121873014218,13729800
2009-05-21,34.57782745361328,34.94882077696461,34.238273754541304,34.85449950543698,12492700
2009-05-22,34.43949890136719,34.86079524992399,34.351466971739804,34.64700239281884,7425900
2009-05-26,34.74761199951172,34.848220265648614,34.03077780345008,34.3891949014809,11389200
2009-05-27,34.093658447265625,34.89852455224095,34.05592944908608,34.860795554061404,12480300
2009-05-28,34.28857421875,34.53380662873686,33.86727800645245,34.112510416439314,10890800
2009-05-29,34.68471908569336,34.76017465593484,33.955308843520854,34.326302128684674,12505200
2009-06-01,35.0745735168457,35.24435033851406,34.7538855639316,35.055710225112286,12454200
2009-06-02,35.344966888427734,35.51474375010631,34.973973538542644,35.24435864432448,10277000
2009-06-03,35.31353759765625,35.401569537176044,34.99913644297673,35.13747371861666,11191300
2009-06-04,35.112308502197266,35.46443853312344,34.87965240251387,35.43928587405237,12219700
2009-06-05,35.16890335083008,35.338680213908184,34.67214909204854,35.09344776680306,10215400
2009-06-08,34.98025131225586,35.300939234483586,34.68471364370303,35.03684358073004,9891200
2009-06-09,35.0242805480957,35.37012125395192,34.99284092005238,35.23178401213349,11173700
2009-06-10,34.99913024902344,35.37012364183653,34.72245814539793,35.2254994241216,13263900
2009-06-11,35.24435043334961,35.51473547613908,34.96767842619514,34.99283108103351,12778400
2009-06-12,35.25065994262695,35.55248477711671,35.03686705169372,35.13747532985697,11882300
2009-06-15,34.426910400390625,35.200336592775855,34.29486255262251,35.112304694263784,14810500
2009-06-16,34.34516906738281,34.7853310047793,34.3263057724924,34.59040149571654,12606700
2009-06-17,34.70988082885742,34.91738430101708,34.30115845222696,34.38290340729104,13061800
2009-06-18,35.080875396728516,35.31981850623731,34.590408048458265,34.81677722478453,12103400
